학년군,교과,영역,"핵심
아이디어",내용요소 (지식/이해만),성취기준 코드,성취기준,성취수준(A),성취수준(B),성취수준(C),해설
3~4,수학,변화와 관계,,⋅규칙,[4수02-02],"계산식의 배열에서 규칙을 찾고, 계산 결과를 추측할 수 있다.","계산식의 배열에서 규칙을 찾아 계산 결과를 추측하고, 추측한 계산 결과가 옳은지 확인하여 설명할 수 있다.","계산식의 배열에서 규칙을 찾아 말하고, 계산 결과를 추측할 수 있다.",간단한 계산식의 배열에서 이어질 계산 결과를 추측할 수 있다.,"[4수02-02] 다양한 규칙을 찾을 수 있는 계산식의 배열, 수의 성질을 탐구할 수 있는 계산식의 배열을 다룬다."
3~4,수학,변화와 관계,,⋅동치 관계,[4수02-03],등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.,"등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타내고, 등호가 사용된 식이 옳은지를 설명할 수 있다.",등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.,안내된 절차에 따라 등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.,"[4수02-03] 등호(  )의 의미를 토대로 구체물, 그림 등을 사용하여 주어진 식이 옳은지 판단하는 활동, 크기가 같은 두 양을 찾는 활동 등을 통해 동치 관계를 이해하게 한다."
3~4,수학,도형과 측정,"⋅평면도형과 입체도형은 여러 가지 모양을 범주화한 것이며, 각각의 평면도형과 입체도형은 고유한 성질을 갖는다.

⋅도형의 성질과 관계를 탐구하고 정당화하는 것은 논리적이고 비판적으로 사고하는 데 기반이 된다.

⋅측정은 여러 가지 속성의 양을 비교하고 속성에 따른 단위를 이용하여 양을 수치화함으로써 여러 가지 현상을 해석하거나 실생활 문제를 해결하는 데 활용된다.",⋅도형의 기초,[4수03-01],"직선, 선분, 반직선을 이해하고 구별할 수 있다.","직선, 선분, 반직선의 예를 제시하고, 그 차이를 설명할 수 있다.","주어진 도형에서 직선, 선분, 반직선을 구별하고, 그 차이를 말할 수 있다.","주어진 도형에서 직선, 선분, 반직선을 구별할 수 있다.",
3~4,수학,도형과 측정,,⋅도형의 기초,[4수03-02],"각과 직각을 이해하고, 직각과 비교하는 활동을 통하여 예각과 둔각을 구별할 수 있다.","각, 직각의 예를 제시하고, 직각과 비교하여 예각과 둔각의 차이를 설명할 수 있다.","주어진 도형에서 각과 직각을 찾고, 여러 가지 각을 직각, 예각, 둔각으로 분류할 수 있다.","주어진 도형에서 각을 찾고, 직각이 있는 구체물을 이용하여 직각, 예각, 둔각을 찾을 수 있다.",
3~4,수학,도형과 측정,,⋅도형의 기초,[4수03-03],직선의 수직 관계와 평행 관계를 이해한다.,"수직 관계인 두 직선이나 평행 관계인 두 직선을 그리고, 그 성질을 설명할 수 있다.","수직과 평행의 의미를 알고, 주어진 그림에서 수직 관계 또는 평행 관계인 직선을 찾을 수 있다.",안내된 절차에 따라 주어진 그림에서 한 직선에 수직 또는 평행인 직선을 찾을 수 있다.,
3~4,수학,도형과 측정,,⋅평면도형의 이동,[4수03-04],"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.","구체물이나 평면도형의 밀기, 뒤집기, 돌리기를 한 결과를 예상하고, 위치나 방향의 변화를 설명할 수 있다.","구체물이나 평면도형의 밀기, 뒤집기, 돌리기를 하고, 위치나 방향의 변화를 말할 수 있다.","간단한 구체물이나 평면도형의 밀기, 뒤집기, 돌리기를 하고, 그 결과를 그림으로 나타낼 수 있다.",[4수03-04] 실생활에서 평면도형의 이동을 활용한 사례를 찾아서 이동에 따른 변화를 추론하고 위치나 방향이 어떻게 변화했는지 설명하게 한다.
3~4,수학,도형과 측정,,⋅평면도형의 이동,[4수03-05],평면에서 점의 이동에 대해 위치와 방향을 이용하여 설명할 수 있다.,"평면에서 점을 이동하고, 그 결과를 위치와 방향의 용어(위, 아래, 오른쪽, 왼쪽, ~칸, ~cm 등)를 사용하여 여러 가지 방법으로 설명할 수 있다.","평면에서 점의 이동을 위치와 방향의 용어(위, 아래, 오른쪽, 왼쪽, ~칸, ~cm 등)를 사용하여 말할 수 있다.",안내된 절차에 따라 주어진 점을 위치와 방향에 맞게 이동할 수 있다.,"[4수03-05] 평면에서 점의 이동은 격자를 따라 위, 아래, 오른쪽, 왼쪽으로 ‘∼칸’, ‘∼cm’를 이동하는 수준에서 다룬다. 한 점의 이동에 대해 위치와 방향을 설명하는 데 초점을 두고, 꼭짓점의 이동을 이용하여 평면도형의 이동을 설명하는 활동은 다루지 않는다."
3~4,수학,도형과 측정,,⋅원의 구성 요소,[4수03-06],"원의 중심, 반지름, 지름을 이해하고, 그 성질을 안다.","원의 중심, 반지름, 지름에 대한 이해를 바탕으로 원의 여러 가지 성질을 찾아 설명할 수 있다.","원의 중심, 반지름, 지름을 이해하고, 이를 이용하여 원의 성질을 찾을 수 있다.","주어진 원에서 원의 중심, 반지름, 지름을 찾을 수 있다.",
3~4,수학,도형과 측정,,⋅원의 구성 요소,[4수03-07],컴퍼스를 이용하여 여러 가지 크기의 원을 그릴 수 있다.,"컴퍼스를 이용하여 여러 가지 크기의 원을 그리고, 원의 중심, 반지름, 지름을 이용하여 그 방법을 설명할 수 있다.",컴퍼스를 이용하여 주어진 원과 크기가 같은 원을 그릴 수 있다.,컴퍼스를 이용하여 원을 그릴 수 있다.,[4수03-07] 컴퍼스를 사용하여 다양한 크기의 원을 그리는 방법을 원의 성질과 연결하여 이해하게 한다.
3~4,수학,도형과 측정,,⋅여러 가지 삼각형,[4수03-08],"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해하고, 그 성질을 탐구하고 설명할 수 있다.","여러 가지 삼각형을 분류하는 활동을 통하여 이등변삼각형과 정삼각형을 구분하고, 각각의 성질을 설명할 수 있다.","주어진 삼각형에서 이등변삼각형과 정삼각형을 찾고, 각각의 성질을 말할 수 있다.",구체적 조작 활동을 통하여 주어진 삼각형에서 이등변삼각형과 정삼각형을 찾을 수 있다.,
3~4,수학,도형과 측정,,⋅여러 가지 삼각형,[4수03-09],"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다.","여러 가지 삼각형을 분류하는 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 구분하고, 그 차이를 설명할 수 있다.","주어진 삼각형을 직각삼각형, 예각삼각형, 둔각삼각형으로 구분할 수 있다.","구체적 조작 활동을 통하여 주어진 삼각형에서 직각삼각형, 예각삼각형, 둔각삼각형을 찾을 수 있다.",
3~4,수학,도형과 측정,,⋅여러 가지 사각형,[4수03-10],"여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다.","여러 가지 사각형을 분류하는 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 구분하고, 각각의 성질을 설명할 수 있다.","주어진 사각형에서 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 찾고, 그 성질을 말할 수 있다.","구체적 조작 활동을 통하여 주어진 사각형에서 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 찾을 수 있다.",
3~4,수학,도형과 측정,,⋅다각형,[4수03-11],다각형과 정다각형을 이해한다.,"다각형과 정다각형의 여러 가지 예를 제시하고, 각 도형의 공통점을 설명할 수 있다.","주어진 도형에서 다각형과 정다각형을 찾고, 그 의미를 말할 수 있다.",주어진 도형에서 다각형과 정다각형을 찾을 수 있다.,"[4수03-11] 도형판, 모양 조각 등의 교구를 이용한 구체적인 조작 활동을 통해 다각형과 정다각형을 이해하게 한다."
3~4,수학,도형과 측정,,⋅평면도형의 이동,[4수03-12],주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.,"주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고, 그 방법을 설명할 수 있다.",주어진 도형을 이용하여 모양을 만들거나 채울 수 있다.,안내된 절차에 따라 주어진 도형을 이용하여 일부가 제시된 모양의 전체를 완성할 수 있다.,[4수03-12] 다양한 교구와 공학 도구 등을 이용한 구체적인 활동을 통해 주어진 도형으로 여러 가지 모양을 다양하게 만들거나 채울 수 있다.
3~4,수학,도형과 측정,,⋅시각과 시간(초),[4수03-13],"1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다.","1분과 1초의 관계를 이용하여 여러 가지 시각을 초 단위까지 읽으며, 시계에 나타낼 수 있다.","1분이 60초임을 알고, 여러 가지 시각을 초 단위까지 읽을 수 있다.","1분이 60초임을 알고, 안내된 절차에 따라 주어진 시각을 초 단위까지 읽을 수 있다.",
3~4,수학,도형과 측정,,⋅시각과 시간(초),[4수03-14],실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.,"실생활 문제 상황을 초 단위까지 시간의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 설명할 수 있다.","실생활 문제 상황을 초 단위까지 시간의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 초 단위까지의 간단한 시간의 덧셈과 뺄셈을 할 수 있다.,
3~4,수학,도형과 측정,,"⋅길이(mm, km
",[4수03-15],"길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1mm와 1km를 이용하여 여러 가지 길이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1mm와 1km를 이용하여 길이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예에서 수학의 유용성을 인식한다.",안내된 절차에 따라 1mm와 1km를 이용하여 길이를 측정할 수 있다.,
3~4,수학,도형과 측정,,"⋅길이(mm, km
",[4수03-16],"1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다.","길이를 여러 가지 방법으로 표현하고, 1cm와 1mm, 1km와 1m의 관계를 설명할 수 있다.","주어진 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 표현할 수 있다.","안내된 절차에 따라 ‘몇 cm’를 ‘몇 mm’로, ‘몇 km’를 ‘몇 m’로 표현할 수 있다.",
3~4,수학,도형과 측정,,"⋅들이(L, mL
",[4수03-17],"들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1L와 1mL를 이용하여 여러 가지 들이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1L와 1mL를 이용하여 들이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예에서 수학의 유용성을 인식한다.",안내된 절차에 따라 1L와 1mL를 이용하여 간단한 들이를 측정할 수 있다.,
3~4,수학,도형과 측정,,"⋅들이(L, mL)",[4수03-18],"1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.","들이를 ‘몇 L 몇 mL’ 또는 ‘몇 mL’로 표현하고, 1L와 1mL의 관계를 설명할 수 있다.",주어진 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.,"안내된 절차에 따라 ‘몇 L’를 ‘몇 mL’로, ‘몇 mL’를 ‘몇 L’로 표현할 수 있다.",
3~4,수학,도형과 측정,,"⋅들이(L, mL)",[4수03-19],실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.,"실생활 문제 상황을 들이의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 설명할 수 있다.","실생활 문제 상황을 들이의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 간단한 들이의 덧셈과 뺄셈을 할 수 있다.,
3~4,수학,도형과 측정,,"⋅무게(kg, g, t)",[4수03-20],"실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1g과 1kg을 이용하여 여러 가지 무게를 측정하거나 어림하고, 실생활에서 1g과 1kg을 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1g과 1kg을 이용하여 무게를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 인식한다.",안내된 절차에 따라 1g과 1kg을 이용하여 간단한 무게를 측정할 수 있다.,"[4수03-20] 초등학교에서는 무게와 질량의 개념을 엄밀하게 구분하지 않으며, 무게를 비교하고 측정하는 데에 g, kg의 단위를 사용하게 한다."
